customerGroupId,STYLECODE,PRODUCT_NAME,COMPOSITION,FABRIC,SIZE_RANGE,COLOURS_COUNT,SHORT_DESCRIPTION,BOX_QTY,PRICE,BASE_SALE_PRICE,TIER_10_TO_49_PRICE,TIER_50_TO_99_PRICE,TIER_100_PLUS_PRICE,CATEGORY,CATEGORY_SORT,Unnamed: 12,Cost + GST,Times 1.5
3,5044,Classic Stripe Tee,100% Combed Cotton,200 GSM,,,Regular Fit - 200 GSM,72,10.95,22.73,20.46,18.18,17.05,MEN'S T-SHIRTS,1000,,12.045,18.0675
3,5045,Wide Stripe Tee,100% Combed Cotton,220 GSM,,,Crew Neck - Heavy Weight,72,10.95,22.73,20.46,18.18,17.05,MEN'S T-SHIRTS,1000,,12.045,18.0675
3,5046,Classic Quad Stripe Tee,100% Combed Cotton,200 GSM,,,Regular Fit - 200 GSM,60,10.95,22.73,20.46,18.18,17.05,MEN'S T-SHIRTS,1000,,12.045,18.0675
3,5050F,Block Safety Tee,65% Polyester  35% Cotton,200 GSM,,,Certified for Hi-Viz - 200 GSM,72,9.75,20.24,18.22,16.19,15.18,MEN'S T-SHIRTS,1000,,10.725,16.0875
3,5050F,Block Safety Tee (4XL),65% Polyester  35% Cotton,200 GSM,,,Certified for Hi-Viz - 200 GSM,48,11.25,23.35,21.02,18.68,17.51,MEN'S T-SHIRTS,1000,,12.375,18.5625
3,5050F,Block Safety Tee (5XL),65% Polyester  35% Cotton,200 GSM,,,Certified for Hi-Viz - 200 GSM,48,11.25,23.35,21.02,18.68,17.51,MEN'S T-SHIRTS,1000,,12.375,18.5625
3,5050T,Block Tubular Tee,100% Carded Cotton (Marles 15% Viscose),200 GSM,,,Regular Fit - 200 GSM,72,5.25,10.9,9.81,8.72,8.18,MEN'S T-SHIRTS,1000,,5.775,8.6625
3,5050T,Block Tubular Tee (4XL),100% Carded Cotton (Marles 15% Viscose),200 GSM,,,Regular Fit - 200 GSM,36,6.75,14.01,12.61,11.21,10.51,MEN'S T-SHIRTS,1000,,7.425,11.1375
3,5050T,Block Tubular Tee (5XL),100% Carded Cotton (Marles 15% Viscose),200 GSM,,,Regular Fit - 200 GSM,36,6.75,14.01,12.61,11.21,10.51,MEN'S T-SHIRTS,1000,,7.425,11.1375
3,5051,Basic Tee,100% Carded Cotton (Marles 15% Viscose),160 GSM,,,Regular Fit - 160 GSM,72,6.25,12.97,11.67,10.38,9.73,MEN'S T-SHIRTS,1000,,6.875,10.3125
3,5051,Basic Tee (4XL),100% Carded Cotton (Marles 15% Viscose),160 GSM,,,Regular Fit - 160 GSM,60,7.75,16.08,14.47,12.86,12.06,MEN'S T-SHIRTS,1000,,8.525,12.7875
3,5051,Basic Tee (5XL),100% Carded Cotton (Marles 15% Viscose),160 GSM,,,Regular Fit - 160 GSM,60,7.75,16.08,14.47,12.86,12.06,MEN'S T-SHIRTS,1000,,8.525,12.7875
3,5052,Block Oversized Tee,100% Carded Cotton (Marles 15% Viscose),200 GSM,,,Oversized Fit - 200 GSM,42,6.75,14.01,12.61,11.21,10.51,MEN'S T-SHIRTS,1000,,7.425,11.1375
3,5053,Staple Ringer Tee,100% Combed Cotton,180 GSM,,,Regular Fit - 180 GSM,72,8.75,18.16,16.34,14.53,13.62,MEN'S T-SHIRTS,1000,,9.625,14.4375
3,5054,Block L/S Tee,100% Carded Cotton,200 GSM,,,Regular Fit - 200 GSM,54,7.95,16.5,14.85,13.2,12.38,MEN'S LONGSLEEVES,2500,,8.745,13.1175
3,5054F,Block Safety L/S Tee,100% Carded Cotton,200 GSM,,,Certified for Hi-Viz - 200 GSM,54,12.5,25.94,23.35,20.75,19.46,MEN'S LONGSLEEVES,2500,,13.75,20.625
3,5056,General L/S Tee,100% Carded Cotton (Marles 15% Viscose),200 GSM,,,Relaxed Fit - 200 GSM,54,9.75,20.24,18.22,16.19,15.18,MEN'S LONGSLEEVES,2500,,10.725,16.0875
3,5065,Staple Faded Tee,100% Combed Cotton,180 GSM,,,Regular Fit - 180 GSM,72,12.25,25.42,22.88,20.34,19.07,MEN'S T-SHIRTS,1000,,13.475,20.2125
3,5069,Classic Oversized Tee,100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Oversized - 220 GSM,42,10.95,22.73,20.46,18.18,17.05,MEN'S T-SHIRTS,1000,,12.045,18.0675
3,5070,Classic Plus Tee [+5cm],100% Combed Cotton (Marles 15% Viscose),220 GSM,,,5cm Longer - 220 GSM,60,10.95,22.73,20.46,18.18,17.05,MEN'S T-SHIRTS,1000,,12.045,18.0675
3,5071,Classic L/S Tee,100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Regular Fit - 220 GSM,54,13.95,28.95,26.06,23.16,21.71,MEN'S LONGSLEEVES,2500,,15.345,23.0175
3,5071,Classic L/S Tee (4XL),100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Regular Fit - 220 GSM,36,15.95,33.1,29.79,26.48,24.83,MEN'S LONGSLEEVES,2500,,17.545,26.3175
3,5071,Classic L/S Tee (5XL),100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Regular Fit - 220 GSM,36,15.95,33.1,29.79,26.48,24.83,MEN'S LONGSLEEVES,2500,,17.545,26.3175
3,5072,Classic Pocket L/S Tee,100% Combed Cotton,220 GSM,,,Regular Fit - 220 GSM,54,14.5,30.09,27.08,24.07,22.57,MEN'S LONGSLEEVES,2500,,15.95,23.925
3,5074,Staple Minus Tee [5cm],100% Combed Cotton,180 GSM,,,5cm Shorter - 180 GSM,72,7.95,16.5,14.85,13.2,12.38,MEN'S T-SHIRTS,1000,,8.745,13.1175
3,5075,Staple Plus Tee [+5cm],100% Combed Cotton,180 GSM,,,5cm Longer - 180 GSM,72,8.75,18.16,16.34,14.53,13.62,MEN'S T-SHIRTS,1000,,9.625,14.4375
3,5076,Staple Curve Tee,100% Combed Cotton,180 GSM,,,Regular Fit - 180 GSM,72,8.25,17.12,15.41,13.7,12.84,MEN'S T-SHIRTS,1000,,9.075,13.6125
3,5077,Staple Recycled Tee,20% Recycled Polyester  80% Recycled Cotton,200 GSM,,,100% Recycled - 200 GSM,72,8.95,18.58,16.72,14.86,13.93,MEN'S T-SHIRTS,1000,,9.845,14.7675
3,5079,Classic Minus Tee [5cm],100% Combed Cotton,220 GSM,,,5cm Shorter - 220 GSM,60,10.5,21.79,19.61,17.43,16.34,MEN'S T-SHIRTS,1000,,11.55,17.325
3,5080,Heavy Tee,100% Carded Cotton (Marles 15% Viscose),280 GSM,,,Relaxed Fit - 280 GSM,48,12.5,25.94,23.35,20.75,19.46,MEN'S T-SHIRTS,1000,,13.75,20.625
3,5080,Heavy Tee (4XL),100% Carded Cotton (Marles 15% Viscose),280 GSM,,,Relaxed Fit - 280 GSM,36,14.5,30.09,27.08,24.07,22.57,MEN'S T-SHIRTS,1000,,15.95,23.925
3,5080,Heavy Tee (5XL),100% Carded Cotton (Marles 15% Viscose),280 GSM,,,Relaxed Fit - 280 GSM,36,14.5,30.09,27.08,24.07,22.57,MEN'S T-SHIRTS,1000,,15.95,23.925
3,5081,Heavy L/S Tee,100% Carded Cotton (Marles 15% Viscose),280 GSM,,,Relaxed Fit - 280 GSM,42,15.95,33.1,29.79,26.48,24.83,MEN'S LONGSLEEVES,2500,,17.545,26.3175
3,5082,Heavy Faded Tee,100% Carded Cotton,240 GSM,,,Relaxed Fit - 240 GSM,48,12.5,25.94,23.35,20.75,19.46,MEN'S T-SHIRTS,1000,,13.75,20.625
3,5083,Heavy Faded L/S Tee,100% Carded Cotton,240 GSM,,,Relaxed Fit - 240 GSM,42,15.95,33.1,29.79,26.48,24.83,MEN'S LONGSLEEVES,2500,,17.545,26.3175
3,5085,Stone Wash Heavy Tee,100% Cotton,220 GSM,,,Relaxed Fit - 220gsm,48,13.5,28.02,25.22,22.42,21.02,MEN'S T-SHIRTS,1000,,14.85,22.275
3,5086,Heavy Faded Minus Tee [5cm],100% Carded Cotton,240 GSM,,,5cm Shorter - 240 GSM,48,12.5,25.94,23.35,20.75,19.46,MEN'S T-SHIRTS,1000,,13.75,20.625
3,5100,Supply Crew,80% Cotton  20% Polyester,290 GSM,,,Regular Fit - 290 GSM,18,18.5,38.4,34.56,30.72,28.8,MEN'S CREW FLEECE,5300,,20.35,30.525
3,5100,Supply Crew (4XL),80% Cotton  20% Polyester,290 GSM,,,Regular Fit - 290 GSM,12,21.5,44.62,40.16,35.7,33.46,MEN'S CREW FLEECE,5300,,23.65,35.475
3,5100,Supply Crew (5XL),80% Cotton  20% Polyester,290 GSM,,,Regular Fit - 290 GSM,12,21.5,44.62,40.16,35.7,33.46,MEN'S CREW FLEECE,5300,,23.65,35.475
3,5101,Supply Hood,80% Cotton  20% Polyester,290 GSM,,,Regular Fit - 290 GSM,12,19.5,40.47,36.42,32.38,30.35,MEN'S HOODED FLEECE,5200,,21.45,32.175
3,5101,Supply Hood (4XL),80% Cotton  20% Polyester,290 GSM,,,Regular Fit - 290 GSM,12,23.5,48.77,43.89,39.02,36.58,MEN'S HOODED FLEECE,5200,,25.85,38.775
3,5101,Supply Hood (5XL),80% Cotton  20% Polyester,290 GSM,,,Regular Fit - 290 GSM,12,23.5,48.77,43.89,39.02,36.58,MEN'S HOODED FLEECE,5200,,25.85,38.775
3,5102,Stencil Hood,80% Cotton  20% Polyester,350 GSM,,,Regular Fit - 350 GSM,12,29.5,61.23,55.11,48.98,45.92,MEN'S HOODED FLEECE,5200,,32.45,48.675
3,5102,Stencil Hood (4XL),80% Cotton  20% Polyester,350 GSM,,,Regular Fit - 350 GSM,12,32.5,67.45,60.71,53.96,50.59,MEN'S HOODED FLEECE,5200,,35.75,53.625
3,5102,Stencil Hood (5XL),80% Cotton  20% Polyester,350 GSM,,,Regular Fit - 350 GSM,12,32.5,67.45,60.71,53.96,50.59,MEN'S HOODED FLEECE,5200,,35.75,53.625
3,5102C,Stencil Camo Hood,80% Cotton  20% Polyester,350 GSM,,,Regular Fit - 350 GSM,12,30.5,63.3,56.97,50.64,47.47,MEN'S HOODED FLEECE,5200,,33.55,50.325
3,5102F,Stencil Safety Hood,65% Recycled Polyester  35% Cotton Anti-Pill Fleece,350 GSM,,,Regular Fit - 350 GSM,12,28.95,60.08,54.07,48.06,45.06,MEN'S HOODED FLEECE,5200,,31.845,47.7675
3,5102G,Organic Stencil Hood,100% Organic Cotton,350 GSM,,,Regular Fit - 350 GSM,12,31.5,65.38,58.84,52.3,49.04,MEN'S HOODED FLEECE,5200,,34.65,51.975
3,5103,Stencil Crew,80% Cotton 20% Polyester,290 GSM,,,Regular Fit - 350 GSM,12,25.95,53.86,48.47,43.09,40.39,MEN'S CREW FLEECE,5300,,28.545,42.8175
3,5104,Stencil Zip Hood,80% Cotton  20% Recycled Polyester Anti-Pill CVC Fleece,350 GSM,,,Regular Fit - 350 GSM,12,32.5,67.45,60.71,53.96,50.59,MEN'S ZIP FLEECE,5400,,35.75,53.625
3,5109,Supply Zip Hood,80% Cotton 20% Polyester,290 GSM,,,Regular Fit - 290 GSM,12,22.5,46.7,42.03,37.36,35.03,MEN'S ZIP FLEECE,5400,,24.75,37.125
3,5125,Stencil Half Zip Crew,80% Cotton  20% Recycled Polyester Anti-Pill Fleece,350 GSM,,,Regular Fit - 350 GSM,12,26.5,55.0,49.5,44.0,41.25,MEN'S ZIP FLEECE,5400,,29.15,43.725
3,5125,Stencil Half Zip Crew (4XL),80% Cotton  20% Recycled Polyester Anti-Pill Fleece,350 GSM,,,Regular Fit - 350 GSM,12,29.5,61.23,55.11,48.98,45.92,MEN'S ZIP FLEECE,5400,,32.45,48.675
3,5125,Stencil Half Zip Crew (5XL),80% Cotton  20% Recycled Polyester Anti-Pill Fleece,350 GSM,,,Regular Fit - 350 GSM,12,29.5,61.23,55.11,48.98,45.92,MEN'S ZIP FLEECE,5400,,32.45,48.675
3,5145,Heavy Crew,CVC Fleece  80% Cotton  20% Polyester,400 GSM,,,Oversized Fit - 400 GSM,12,29.5,61.23,55.11,48.98,45.92,MEN'S CREW FLEECE,5300,,32.45,48.675
3,5146,Heavy Hood,CVC Fleece  80% Cotton  20% Polyester,400 GSM,,,Oversized Fit - 400 GSM,10,31.5,65.38,58.84,52.3,49.04,MEN'S HOODED FLEECE,5200,,34.65,51.975
3,5148,Heavy Zip Hood,CVC Fleece  80% Cotton  20% Polyester,400 GSM,,,Relaxed Fit - 400 GSM,10,32.95,68.39,61.55,54.71,51.29,MEN'S ZIP FLEECE,5400,,36.245,54.3675
3,5150,Made Crew,100% Cotton French Terry,500 GSM,,,Relaxed Fit - 500 GSM,12,30.95,64.24,57.82,51.39,48.18,MEN'S CREW FLEECE,5300,,34.045,51.0675
3,5151,Made Hood,100% Cotton French Terry,500 GSM,,,Relaxed Fit - 500 GSM,10,34.95,72.54,65.29,58.03,54.4,MEN'S HOODED FLEECE,5200,,38.445,57.6675
3,5160,Relax Crew,80% Cotton  20% Recycled Polyester Anti-Pill Fleece,320 GSM,,,Relaxed Fit - 320 GSM,18,21.95,45.56,41.0,36.45,34.17,MEN'S CREW FLEECE,5300,,24.145,36.2175
3,5160,Relax Crew (4XL),80% Cotton  20% Recycled Polyester Anti-Pill Fleece,320 GSM,,,Relaxed Fit - 320 GSM,12,24.95,51.78,46.6,41.42,38.84,MEN'S CREW FLEECE,5300,,27.445,41.1675
3,5160,Relax Crew (5XL),80% Cotton  20% Recycled Polyester Anti-Pill Fleece,320 GSM,,,Relaxed Fit - 320 GSM,12,24.95,51.78,46.6,41.42,38.84,MEN'S CREW FLEECE,5300,,27.445,41.1675
3,5161,Relax Hood,80% Cotton  20% Recycled Polyester Anti-Pill Fleece,320 GSM,,,Relaxed Fit - 320 GSM,10,25.95,53.86,48.47,43.09,40.39,MEN'S HOODED FLEECE,5200,,28.545,42.8175
3,5161,Relax Hood (4XL),80% Cotton  20% Recycled Polyester Anti-Pill Fleece,320 GSM,,,Relaxed Fit - 320 GSM,10,28.95,60.08,54.07,48.06,45.06,MEN'S HOODED FLEECE,5200,,31.845,47.7675
3,5161,Relax Hood (5XL),80% Cotton  20% Recycled Polyester Anti-Pill Fleece,320 GSM,,,Relaxed Fit - 320 GSM,10,28.95,60.08,54.07,48.06,45.06,MEN'S HOODED FLEECE,5200,,31.845,47.7675
3,5162,Relax Zip Hood,80% Cotton  20% Recycled Polyester Anti-Pill Fleece,320 GSM,,,Relaxed Fit - 320 GSM,10,30.5,63.3,56.97,50.64,47.47,MEN'S ZIP FLEECE,5400,,33.55,50.325
3,5163,Relax Pocket Crew,80% Cotton  20% Recycled Polyester Anti-Pill Fleece,320 GSM,,,Relaxed Fit - 320 GSM,18,25.5,52.92,47.63,42.34,39.69,MEN'S CREW FLEECE,5300,,28.05,42.075
3,5164,Relax Half Zip Hood,80% Cotton  20% Recycled Polyester Anti-Pill Fleece,320 GSM,,,Relaxed Fit - 320 GSM,10,27.95,58.01,52.21,46.41,43.51,MEN'S ZIP FLEECE,5400,,30.745,46.1175
3,5165,Relax Faded Crew,80% Cotton  20% Recycled Polyester Anti-Pill Fleece,320 GSM,,,Relaxed Fit - 320 GSM,18,22.95,47.63,42.87,38.1,35.72,MEN'S CREW FLEECE,5300,,25.245,37.8675
3,5166,Relax Faded Hood,80% Cotton  20% Recycled Polyester Fleece,320 GSM,,,Relaxed Fit - 320 GSM,10,26.95,55.93,50.34,44.74,41.95,MEN'S HOODED FLEECE,5200,,29.645,44.4675
3,5167,Relax Faded Half Zip,80% Cotton  20% Recycled Polyester Fleece,320 GSM,,,Relaxed Fit - 320 GSM,12,27.95,58.01,52.21,46.41,43.51,MEN'S ZIP FLEECE,5400,,30.745,46.1175
3,5170,Relax Faded Zip Hood,80% Cotton  20% Recycled Polyester Fleece,320 GSM,,,Relaxed Fit - 320 GSM,10,30.95,64.24,57.82,51.39,48.18,MEN'S ZIP FLEECE,5400,,34.045,51.0675
3,5171,Box Hood,80% Cotton  20% Recycled Polyester Fleece,350 GSM,,,Relaxed fit - 350 GSM,12,29.5,61.23,55.11,48.98,45.92,MEN'S HOODED FLEECE,5200,,32.45,48.675
3,5172,Box Minus Hood [4cm],80% Cotton  20% Recycled Polyester Fleece,350 GSM,,,Relaxed fit - 350 GSM,12,28.95,60.08,54.07,48.06,45.06,MEN'S HOODED FLEECE,5200,,31.845,47.7675
3,5402,Chad Polo,100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Small Side Splits - Heavy Weight,60,13.25,27.5,24.75,22.0,20.62,MEN'S POLO,5655,,14.575,21.8625
3,5402,Chad Polo (4XL),100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Small Side Splits - Heavy Weight,42,15.5,32.17,28.95,25.74,24.13,MEN'S POLO,5655,,17.05,25.575
3,5402,Chad Polo (5XL),100% Combed Cotton (Marles 15% Viscose),220 GSM,,,Small Side Splits - Heavy Weight,42,15.5,32.17,28.95,25.74,24.13,MEN'S POLO,5655,,17.05,25.575
3,5404,Chad L/S Polo,100% Carded Cotton (Marles 15% Viscose),200 GSM,,,Cuffed Sleeves - Heavy Weight,42,13.75,28.54,25.69,22.83,21.4,MEN'S POLO,5655,,15.125,22.6875
3,5411,Pique Polo,100% Cotton (Marles 15% Viscose),240 GSM,,,Regular - Heavy Weight,48,12.75,26.46,23.81,21.17,19.84,MEN'S POLO,5655,,14.025,21.0375
3,5411,Pique Polo (4XL),100% Cotton (Marles 15% Viscose),240 GSM,,,Regular - Heavy Weight,36,14.75,30.61,27.55,24.49,22.96,MEN'S POLO,5655,,16.225,24.3375
3,5411,Pique Polo (5XL),100% Cotton (Marles 15% Viscose),240 GSM,,,Regular - Heavy Weight,36,14.75,30.61,27.55,24.49,22.96,MEN'S POLO,5655,,16.225,24.3375
3,5425,Active Work Polo,100% Recycled Polyester,185 GSM,,,Regular Fit - 185 GSM,60,18.75,38.92,35.03,31.14,29.19,MEN'S POLO,5655,,20.625,30.9375
3,5425,Active Work Polo (4XL),100% Recycled Polyester,185 GSM,,,Regular Fit - 185 GSM,54,20.75,43.07,38.76,34.46,32.3,MEN'S POLO,5655,,22.825,34.2375
3,5425,Active Work Polo (5XL),100% Recycled Polyester,185 GSM,,,Regular Fit - 185 GSM,54,20.75,43.07,38.76,34.46,32.3,MEN'S POLO,5655,,22.825,34.2375
3,5425F,Work Safety Polo,100% Recycled Polyester,185 GSM,,,Regular Fit - 185 GSM,60,18.75,38.92,35.03,31.14,29.19,MEN'S POLO,5655,,20.625,30.9375
3,5425F,Work Safety Polo (4XL),100% Recycled Polyester,185 GSM,,,Regular Fit - 185 GSM,48,20.75,43.07,38.76,34.46,32.3,MEN'S POLO,5655,,22.825,34.2375
3,5425F,Work Safety Polo (5XL),100% Recycled Polyester,185 GSM,,,Regular Fit - 185 GSM,48,20.75,43.07,38.76,34.46,32.3,MEN'S POLO,5655,,22.825,34.2375
3,5610,Staple Active Blend Tee,60% Recycled Polyester  40% Cotton,160 GSM,,,Regular Fit - 160 GSM,72,9.5,19.72,17.75,15.78,14.79,MEN'S T-SHIRTS,1000,,10.45,15.675
